date,Australia,Canada,China,Denmark,Hong Kong,India,Japan,Malaysia,New Zealand,Norway,Singapore,South Africa,Srilanka,Sweden,Switzerland,Thailand,United Kingdom
1/28/1991,1.2801,1.1621,5.2352,5.733,7.796,18.45,132.2,2.699,1.6736,5.819,1.7265,2.5625,40.368,5.562,1.2635,25.2,0.5091
1/29/1991,1.2762,1.1597,5.2352,5.721,7.7915,18.49,131.53,2.6965,1.6661,5.814,1.726,2.551,,5.556,1.2605,25.17,0.5077
1/30/1991,1.2739,1.1605,5.2352,5.746,7.7935,18.6,131.6,2.6995,1.6681,5.83,1.729,2.551,40.378,5.5645,1.2675,25.19,0.5099
1/31/1991,1.2778,1.1629,5.2352,5.6945,7.7955,18.61,131.45,2.6995,1.6703,5.785,1.733,2.536,40.398,5.533,1.258,25.18,0.5089
2/1/1991,1.2788,1.1608,5.2352,5.6495,7.795,18.6,131.45,2.697,1.6675,5.746,1.732,2.523,40.398,5.504,1.2525,25.16,0.506
2/4/1991,1.2793,1.1582,5.2352,5.646,7.797,18.59,131.08,2.6935,1.6661,5.7315,1.719,2.533,,5.486,1.2512,25.16,0.5058
2/5/1991,1.2878,1.1595,5.2352,5.635,7.7965,18.6,129.73,2.6935,1.6681,5.728,1.714,2.535,40.418,5.4855,1.249,25.12,0.5043
2/6/1991,1.2842,1.158,5.2352,5.586,7.802,18.58,128.35,2.6825,1.6658,5.687,1.7115,2.5125,,5.4565,1.2347,25.09,0.5003
2/7/1991,1.2794,1.1597,5.2352,5.584,7.7995,18.69,127.95,2.6915,1.6584,5.676,1.712,2.5175,40.438,5.45,1.2375,25.05,0.5009
2/8/1991,1.2827,1.1585,5.2352,5.6075,7.797,18.76,127.9,2.6915,1.6647,5.699,1.713,2.528,40.458,5.469,1.2445,25.06,0.5033
2/11/1991,1.2832,1.1568,5.2352,5.5675,7.7945,18.71,127.72,2.688,1.6639,5.6635,1.7095,2.5105,,5.442,1.2355,25.04,0.5008
2/12/1991,1.2806,1.1534,5.2352,5.595,7.7925,18.72,128.3,2.692,1.6578,5.689,1.713,2.5235,,5.4665,1.245,25.03,0.5021
2/13/1991,1.2698,1.1533,5.2352,5.61,7.7925,18.75,129.08,2.6875,1.6472,5.71,1.706,2.527,,5.7555,1.2495,25.07,0.5021
2/14/1991,1.2708,1.154,5.2352,5.6425,7.791,18.83,129.8,2.6855,1.6496,5.736,1.7085,2.54,,5.497,1.257,,0.5051
2/15/1991,1.2681,1.1545,5.2352,5.6715,7.7905,18.9,130.45,2.6865,1.6507,5.766,1.7115,2.54,40.548,5.5225,1.268,,0.5075
2/18/1991,,,,,,,,,,,,2.54,,,,,
2/19/1991,1.269,1.154,5.2352,5.739,7.794,19.1,131.55,2.697,1.6543,5.837,1.722,2.548,40.618,5.5745,1.2815,25.14,0.5124
2/20/1991,1.2702,1.1534,5.2352,5.76,7.792,19.1,131.8,2.6975,1.6686,5.854,1.721,2.5575,40.668,5.5785,1.2798,25.18,0.5136
2/21/1991,1.269,1.1515,5.2352,5.733,7.792,19.08,131.4,2.6995,1.6689,5.832,1.722,2.547,40.718,5.5625,1.2743,25.19,0.511
2/22/1991,1.2758,1.152,5.2352,5.7825,7.792,19.05,132.2,2.7005,1.6745,5.879,1.718,2.561,40.748,5.5995,1.2895,25.17,0.5145
2/25/1991,1.2767,1.1521,5.2352,5.852,7.7945,19.08,133.35,2.7075,1.6739,5.953,1.7275,2.5825,40.728,5.6525,1.304,25.22,0.52
2/26/1991,1.2755,1.1516,5.2352,5.841,7.794,19.06,132.85,2.712,1.6661,5.9415,1.7265,2.56,40.728,5.6515,1.305,25.24,0.5207
2/27/1991,1.2762,1.1518,5.2352,5.8455,7.794,19.08,132.27,2.718,1.67,5.949,1.7285,2.565,40.718,5.6565,1.316,25.25,0.5221
2/28/1991,1.2734,1.1499,5.2352,5.864,7.792,19.06,132.95,2.72,1.6681,5.969,1.726,2.5725,,5.67,1.3265,25.23,0.5236
3/1/1991,1.2742,1.1531,5.2352,5.908,7.7935,19.08,134.55,2.723,1.6639,6.001,1.7305,2.5875,40.718,5.7015,1.332,25.27,0.5269
3/4/1991,1.2882,1.1557,5.2352,5.898,7.792,19.06,135.55,2.7255,1.6731,6.006,1.735,2.594,40.738,5.704,1.34,25.33,0.5273
3/5/1991,1.2942,1.1549,5.2352,5.895,7.792,19.04,135.39,2.7285,1.6731,5.995,1.7335,2.598,40.728,5.6955,1.3355,25.34,0.5258
3/6/1991,1.3009,1.1599,,5.92,7.793,19.03,136.25,2.7345,1.6863,6.0215,1.746,2.595,,5.712,1.3455,25.38,0.5294
3/7/1991,1.3017,1.1602,,5.948,7.793,19.04,135.8,2.7305,1.6872,6.0485,1.742,2.596,40.728,5.737,1.35,25.35,0.5301
3/8/1991,1.3024,1.1619,,6.003,7.794,19.09,136.25,2.73,1.6759,6.0975,1.745,2.61,40.758,5.774,1.3645,25.36,0.5342
3/11/1991,1.304,1.1557,5.2352,6.0715,7.7951,19.11,138.1,2.7335,1.6722,6.1745,1.7477,2.6325,40.748,5.8265,1.3705,25.45,0.5404
3/12/1991,1.3033,1.1551,5.2352,6.0465,7.7955,19.1,136.3,2.7305,1.6725,6.1525,1.7435,2.623,40.738,5.806,1.3625,25.46,0.5382
3/13/1991,1.307,1.1542,5.2352,6.0675,7.792,19.12,136.4,2.7315,1.6779,6.1635,1.7465,2.629,40.738,5.8155,1.3695,25.42,0.5388
3/14/1991,1.3007,1.1538,5.2352,6.062,7.792,19.14,135.95,2.7315,1.6756,6.1715,1.748,2.62,40.728,5.821,1.3685,25.4,0.5389
3/15/1991,1.2965,1.1553,5.2352,6.1415,7.792,19.16,137.2,2.736,1.6764,6.2465,1.752,2.6615,,5.8765,1.3873,25.43,0.5463
3/18/1991,1.3023,1.1533,5.2352,6.263,7.793,19.23,138.15,2.7395,1.6863,6.377,1.76,2.7035,40.748,5.971,1.412,25.48,0.5583
3/19/1991,1.2994,1.1558,5.2352,6.35,7.789,19.3,138.15,2.7435,1.6835,6.4535,1.768,2.7375,40.768,6.033,1.4285,25.53,0.5666
3/20/1991,1.3016,1.1584,5.2352,6.322,7.783,19.35,138.6,2.745,1.6798,6.4025,1.771,2.696,40.768,6.002,1.423,25.55,0.5629
3/21/1991,1.2967,1.156,5.2352,6.285,7.783,19.3,137.6,2.745,1.6787,6.392,1.77,2.694,40.748,5.975,1.4105,25.52,0.558
3/22/1991,1.2937,1.1576,5.2352,6.3115,7.7835,19.21,137.2,2.7449,1.6821,6.417,1.769,2.7075,,5.995,1.4093,25.49,0.5588
3/25/1991,1.297,1.1605,5.2352,6.406,7.786,19.38,138.43,2.754,1.6975,6.503,1.771,2.71,,6.069,1.429,25.52,0.5669
3/26/1991,1.2965,1.1598,5.2352,6.488,7.79,19.59,138.35,2.762,1.705,6.5825,1.784,2.73,40.778,6.113,1.4353,25.58,0.5704
3/27/1991,1.2917,1.1608,5.2352,6.535,7.794,19.59,139.1,2.766,1.705,6.635,1.791,2.7475,40.768,6.15,1.4545,,0.5749
3/28/1991,1.2903,1.1588,5.2352,6.545,7.794,19.57,141.2,2.775,1.705,6.645,1.794,2.758,40.778,6.1625,1.4555,25.63,0.5759
3/29/1991,1.2937,1.1595,5.2352,6.495,7.794,19.61,140.6,2.767,1.705,6.6025,1.79,2.705,40.778,6.13,1.445,,0.5719
4/1/1991,1.2903,1.1585,5.2352,6.4515,7.794,19.61,140.2,2.7715,1.7027,6.554,1.789,2.68,,6.096,1.4382,25.63,0.5687
4/2/1991,1.2903,1.156,5.2352,6.443,7.794,19.66,138.3,2.7625,1.6949,6.53,1.7855,2.7,,6.0715,1.4243,25.57,0.5648
4/3/1991,1.2844,1.1557,5.2352,6.4055,7.7975,19.62,137.4,2.7475,1.6869,6.5005,1.763,2.6975,40.748,6.051,1.4161,25.56,0.5627
4/4/1991,1.2752,1.1557,5.2352,6.385,7.798,19.68,135.97,2.749,1.6878,6.4815,1.771,2.523,40.768,6.0235,1.4015,25.56,0.5593
4/5/1991,1.2723,1.1538,5.2352,6.443,7.795,19.7,136.9,2.7445,1.6827,6.544,1.762,2.7,40.758,6.06,1.419,25.52,0.5648
4/8/1991,1.2745,1.154,5.2352,6.4745,7.7958,19.82,137.25,2.7515,1.69,6.5665,1.77,2.715,40.788,6.0825,1.4322,,0.5658
4/9/1991,1.2728,1.1527,5.2853,6.404,7.795,19.73,135.1,2.745,1.6935,6.505,1.768,2.7125,40.798,6.036,1.4125,25.555,0.5583
4/10/1991,1.2705,1.1522,5.2853,6.436,7.792,19.75,136.35,2.7385,1.692,6.53,1.7575,2.725,40.788,6.05,1.424,25.48,0.562
4/11/1991,1.2791,1.1498,5.2853,6.402,7.792,19.8,135.95,2.7415,1.6955,6.4995,1.759,2.7075,40.798,6.032,1.412,25.53,0.5587
4/12/1991,1.2749,1.1508,5.2827,6.46,7.791,19.8,136.3,2.7395,1.6964,6.534,1.759,2.7375,40.788,6.068,1.4265,,0.5626
4/15/1991,1.2816,1.1498,5.2827,6.409,7.7905,19.77,134.48,2.7355,1.6961,6.506,1.754,2.7175,,6.0325,1.4235,25.5,0.5594
4/16/1991,1.2822,1.1488,5.2827,6.379,7.7905,19.73,134.85,2.731,1.6889,6.4825,1.75,2.7175,40.778,6.017,1.418,25.46,0.5591
4/17/1991,1.2837,1.1509,5.2827,6.399,7.7905,19.72,136.35,2.732,1.6926,6.502,1.748,2.72,,6.027,1.426,25.48,0.5609
4/18/1991,1.286,1.1525,5.289,6.456,7.79,19.9,136.8,2.7355,1.6923,6.56,1.758,2.745,,6.071,1.443,25.515,0.5647
4/19/1991,1.294,1.155,5.2979,6.636,7.793,20.07,138.58,2.748,1.6992,6.741,1.7775,2.79,,6.19,1.4715,25.605,0.5817
4/22/1991,1.2982,1.1595,5.3083,6.7355,7.794,20.25,139.45,2.762,1.712,6.8545,1.783,2.799,40.858,6.2765,1.481,25.66,0.5917
4/23/1991,1.2903,1.1563,5.3036,6.655,7.794,20.23,137.94,2.762,1.6992,6.77,1.7795,2.775,40.888,6.212,1.4595,,0.5841
4/24/1991,1.2918,1.155,5.3036,6.701,7.7945,20.2,138.05,2.756,1.7114,6.8105,1.775,2.81,40.888,6.241,1.4698,25.66,0.5903
4/25/1991,1.2873,1.153,5.3036,6.6685,7.7975,20.25,138.05,2.761,1.7114,6.7805,1.7785,2.78,40.918,6.2165,1.4658,25.665,0.5905
4/26/1991,1.2829,1.1519,5.3036,6.704,7.796,20.23,138.13,2.758,1.7094,6.8175,1.7735,2.7925,40.918,6.245,1.4795,25.66,0.5931
4/29/1991,1.2834,1.1534,5.3036,6.745,7.796,20.24,137.7,2.7645,1.7103,6.866,1.7845,2.8025,40.968,6.272,1.484,25.71,0.5965
4/30/1991,1.2798,1.152,,6.566,7.7955,20.18,136.38,2.76,1.7015,6.7,1.769,2.7675,40.938,6.148,1.449,25.67,0.5806
5/1/1991,1.284,1.152,5.3007,6.5275,7.794,20.2,137.6,2.744,1.7007,6.6565,1.758,2.766,40.938,6.128,1.445,,0.5792
5/2/1991,1.2853,1.1497,5.3007,6.59,7.794,20.21,138.1,2.7515,1.7085,6.713,1.766,2.78,40.918,6.158,1.459,25.63,0.5824
5/3/1991,1.288,1.1515,5.3007,6.71,7.794,20.21,138.55,2.756,1.71,6.822,1.7755,2.845,40.918,6.229,1.476,25.64,0.59
5/6/1991,1.2829,1.1515,5.3201,6.64,7.794,20.35,138.47,2.758,1.7021,6.7665,1.773,2.8,40.948,6.1995,1.4702,,0.5865
5/7/1991,1.2809,1.1508,5.3201,6.5635,7.794,20.38,137.95,2.756,1.7018,6.6915,1.766,2.7795,,6.15,1.459,25.68,0.5809
5/8/1991,1.2758,1.152,5.3201,6.623,7.7916,20.35,138.35,2.7595,1.6987,6.74,1.7715,2.79,40.938,6.183,1.465,25.65,0.5822
5/9/1991,1.2771,1.153,5.3264,6.661,7.792,20.46,139.3,2.758,1.6952,6.775,1.772,2.8025,40.948,6.2,1.473,25.66,0.5869
5/10/1991,1.2758,1.1514,5.3264,6.6,7.792,20.46,138.75,2.76,1.6972,6.712,1.771,2.791,40.968,6.17,1.459,25.67,0.5817
5/13/1991,1.2835,1.1503,5.3264,6.5545,7.792,20.48,139.42,2.76,1.7021,6.663,1.771,2.7825,40.978,6.1375,1.444,25.68,0.5775
5/14/1991,1.284,1.1511,5.3264,6.501,7.792,20.48,138.15,2.76,1.7004,6.6145,1.771,2.765,40.978,6.1055,1.4322,25.67,0.5753
5/15/1991,1.2763,1.1501,5.3201,6.4735,7.792,20.44,137.99,2.7545,1.6961,6.5895,1.765,2.7805,40.988,6.086,1.4315,25.62,0.5721
5/16/1991,1.2765,1.149,5.3201,6.485,7.7885,20.48,137.55,2.752,1.6915,6.611,1.765,2.785,,6.1,1.441,25.6,0.5729
5/17/1991,1.278,1.1507,5.3201,6.6295,7.7885,20.49,138.5,2.7572,1.6943,6.749,1.771,2.84,40.998,6.2025,1.471,25.62,0.5836
5/20/1991,1.2781,1.1496,5.3332,6.6055,7.7915,20.7,138.22,2.7655,1.7001,6.717,1.7735,2.792,41.018,6.2055,1.4587,25.69,0.5817
5/21/1991,1.2878,1.1488,5.3332,6.55,7.7915,20.65,137.5,2.762,1.6984,6.6705,1.772,2.785,41.028,6.14,1.4495,25.65,0.5759
5/22/1991,1.2962,1.1492,5.3296,6.59,7.7885,20.66,138.05,2.757,1.7021,6.704,1.772,2.8225,,6.178,1.46,25.63,0.579
5/23/1991,1.3219,1.1509,5.3359,6.561,7.787,20.67,137.73,2.758,1.7286,6.674,1.771,2.7875,,6.1455,1.4563,25.65,0.5765
5/24/1991,1.3175,1.1495,5.3359,6.55,7.754,20.7,138.4,2.759,1.7182,6.66,1.7685,2.8025,,6.128,1.4546,25.64,0.5777
5/27/1991,,,,,,,,,,,,2.8025,,,,,
5/28/1991,1.3153,1.1464,5.3359,6.5085,7.7465,20.69,137.8,2.759,1.7167,6.6265,1.769,2.785,,6.096,1.4455,,0.573
5/29/1991,1.3149,1.1472,5.3359,6.55,7.729,20.69,138.2,2.7565,1.7141,6.6615,1.763,2.793,41.038,6.1275,1.463,25.62,0.5767
5/30/1991,1.3219,1.1468,5.349,6.595,7.732,20.77,137.85,2.7565,1.7159,6.7025,1.763,2.822,41.088,6.165,1.466,25.62,0.5829
5/31/1991,1.3168,1.1453,5.349,6.676,7.738,20.89,138.45,2.7595,1.7212,6.7765,1.7655,2.8475,41.118,6.2375,1.4822,25.64,0.5889
6/3/1991,1.3201,1.1451,5.3537,6.71,7.74,21,139.08,2.765,1.7209,6.8055,1.7705,2.823,41.138,6.261,1.4895,25.69,0.5893
6/4/1991,1.3158,1.1445,5.3585,6.6855,7.745,21,138.66,2.7665,1.7153,6.783,1.7715,2.813,41.158,6.247,1.485,25.71,0.5872
6/5/1991,1.3153,1.1455,5.3585,6.7205,7.742,21.01,139.13,2.7675,1.717,6.822,1.772,2.83,41.178,6.2865,1.4962,25.71,0.5904
6/6/1991,1.3321,1.1465,5.3585,6.727,7.742,21,139.18,2.7695,1.7256,6.831,1.7755,2.8375,41.208,6.2985,1.5025,25.72,0.5926
6/7/1991,1.3307,1.1475,5.3585,6.797,7.738,21.06,140.31,2.77,1.725,6.897,1.7775,2.86,41.208,6.3595,1.519,25.73,0.5984
6/10/1991,1.3298,1.1474,5.3674,6.8,7.729,21.01,141.9,2.7795,1.7352,6.8995,1.7835,2.8525,41.218,6.364,1.5118,25.78,0.5992
6/11/1991,1.3245,1.1452,5.3674,6.817,7.729,21.03,141.2,2.7785,1.7422,6.916,1.782,2.8475,41.168,6.365,1.5145,25.79,0.6019
6/12/1991,1.3249,1.1445,5.3674,6.8985,7.7305,20.94,141.9,2.784,1.7489,6.9915,1.788,2.8525,41.268,6.442,1.5325,25.79,0.6081
6/13/1991,1.3263,1.1445,5.3737,6.9245,7.733,21,141.33,2.796,1.7507,7.0205,1.79,2.876,41.268,6.472,1.5373,25.83,0.6106
6/14/1991,1.3254,1.1431,,6.89,7.7265,20.99,140.55,2.789,1.7452,6.985,1.786,2.86,41.268,6.44,1.5335,25.82,0.6101
6/17/1991,1.3161,1.143,5.3737,6.9345,7.725,21.16,140.97,2.791,1.7361,7.0365,1.7885,2.88,41.258,6.4995,1.546,25.82,0.6153
6/18/1991,1.3106,1.1425,5.3737,6.993,7.7245,21.16,140.9,2.793,1.7391,7.0945,1.793,2.905,41.258,6.551,1.5621,25.8,0.6205
6/19/1991,1.3104,1.1424,5.3737,6.908,7.7245,21.14,140.08,2.7905,1.7382,7.008,1.788,2.862,41.248,6.472,1.5387,25.82,0.6126
6/20/1991,1.3087,1.1418,5.369,6.933,7.7155,21.09,138.74,2.783,1.7361,7.0235,1.7755,2.8855,,6.503,1.5417,25.79,0.613
6/21/1991,1.3072,1.1427,5.369,6.932,7.717,21.08,139,2.7833,1.7385,7.024,1.776,2.8805,41.218,6.502,1.5468,25.78,0.6131
6/24/1991,1.308,1.143,5.369,6.891,7.7245,21.15,138.9,2.783,1.7391,6.97,1.778,2.859,41.208,6.46,1.5335,25.78,0.609
6/25/1991,1.3072,1.1419,5.369,6.934,7.746,21.12,138.82,2.783,1.7376,7.0085,1.768,2.8865,41.178,6.501,1.5525,25.74,0.6142
6/26/1991,1.3038,1.1418,5.369,6.892,7.741,21.09,138.3,2.7805,1.7352,6.9645,1.7675,2.865,,6.457,1.544,25.75,0.6099
6/27/1991,1.3029,1.1426,5.369,6.94,7.7435,21.08,138.1,2.7805,1.7322,7.002,1.763,2.881,41.178,6.498,1.5495,25.73,0.6127
6/28/1991,1.3038,1.1424,5.369,6.94,7.765,21.13,137.9,2.787,1.7379,7.0015,1.77,2.8925,41.188,6.4915,1.5582,25.73,0.618
7/1/1991,1.307,1.143,5.369,7.034,7.768,23.09,138.4,2.79,1.7473,7.1,1.7677,2.909,41.188,6.574,1.565,25.77,0.6196
7/2/1991,1.3084,1.1433,5.3784,7.077,7.773,23.12,138.78,2.793,1.7606,7.145,1.77,2.901,41.168,6.625,1.5805,25.77,0.6244
7/3/1991,1.3086,1.1428,5.3847,7.0725,7.771,26.28,139.5,2.7935,1.759,7.14,1.772,2.904,,6.62,1.583,,0.6228
7/4/1991,,,,,,,,,,,,2.904,,,,,
7/5/1991,1.307,1.1438,5.3847,7.0653,7.768,26.07,138.35,2.7945,1.7652,7.132,1.767,2.908,,6.6065,1.5755,25.79,0.6192
7/8/1991,1.3046,1.1445,5.3789,7.008,7.7625,25.86,138.73,2.787,1.7587,7.07,1.7625,2.8945,41.158,6.5535,1.5635,25.77,0.6143
7/9/1991,1.3072,1.1475,5.3742,7.033,7.7585,25.86,138.65,2.787,1.7646,7.095,1.7585,2.895,41.168,6.575,1.5735,25.77,0.6165
7/10/1991,1.3048,1.148,5.3742,7.017,7.762,25.92,138.53,2.789,1.7756,7.0755,1.7605,2.89,,6.559,1.572,25.77,0.6169
7/11/1991,1.3048,1.1493,5.3742,7.092,7.767,25.89,138.58,2.788,1.78,7.1455,1.7585,2.9175,41.178,6.628,1.5898,25.78,0.6223
7/12/1991,1.2987,1.1483,5.3742,6.9225,7.765,25.88,136.75,2.782,1.7781,6.978,1.751,2.8925,41.218,6.4775,1.5499,25.81,0.6059
7/15/1991,1.2923,1.1465,5.3679,6.9215,7.763,25.9,136.7,2.782,1.7771,6.9825,1.751,2.882,41.208,6.478,1.5478,25.73,0.6055
7/16/1991,1.2895,1.1463,5.3679,6.947,7.759,25.96,137.15,2.783,1.7715,7.0065,1.7525,2.885,,6.501,1.5615,25.72,0.6083
7/17/1991,1.2887,1.1474,5.3679,6.9295,7.769,25.96,136.8,2.785,1.7705,6.982,1.753,2.8745,,6.483,1.5535,25.74,0.6051
7/18/1991,1.2937,1.1545,5.3679,6.848,7.764,25.87,136.8,2.785,1.7762,6.901,1.751,2.87,,6.4095,1.5355,25.74,0.6002
7/19/1991,1.2845,1.16,5.3679,6.7615,7.76,25.87,136.45,2.782,1.7624,6.815,1.751,2.85,,6.328,1.515,25.73,0.5914
7/22/1991,1.2895,1.1567,5.3605,6.798,7.758,25.77,137.45,2.784,1.7646,6.854,1.752,2.873,,6.366,1.523,25.68,0.5949
7/23/1991,1.2923,1.1568,5.3605,6.7905,7.752,25.78,136.98,2.788,1.7699,6.8465,1.7505,2.8595,,6.3605,1.5255,25.73,0.594
7/24/1991,1.2902,1.1525,5.3605,6.716,7.754,25.75,137.38,2.783,1.7655,6.7775,1.747,2.838,,6.289,1.5118,25.72,0.5904
7/25/1991,1.297,1.152,,6.78,7.752,25.69,138.85,2.784,1.7627,6.84,1.751,2.8655,,6.3495,1.5305,25.71,0.597
7/26/1991,1.289,1.1498,5.3605,6.724,7.752,25.72,137.9,2.787,1.7513,6.788,1.751,2.8625,,6.3065,1.515,25.76,0.5926
7/29/1991,1.2885,1.1491,5.3605,6.7845,7.7505,25.76,138.18,2.787,1.7507,6.8425,1.75,2.88,41.418,6.359,1.5325,25.7,0.5973
7/30/1991,1.2834,1.1513,5.3605,6.782,7.754,25.72,137.93,2.788,1.751,6.8425,1.748,2.8805,,6.3555,1.5288,25.72,0.5953
7/31/1991,1.2853,1.1519,5.3605,6.762,7.76,25.76,137.42,2.7875,1.7519,6.821,1.7445,2.87,,6.336,1.526,25.74,0.5936
8/1/1991,1.2878,1.1503,5.3605,6.81,7.7635,25.74,137.67,2.7865,1.7501,6.864,1.742,2.883,,6.377,1.5357,25.72,0.5976
8/2/1991,1.2837,1.151,5.3605,6.7135,7.762,25.9,136.74,2.789,1.7467,6.77,1.743,2.835,,6.29,1.508,25.74,0.5901
8/5/1991,1.2817,1.1498,5.3605,6.672,7.7625,25.72,136.68,2.783,1.737,6.7265,1.7315,2.8385,,6.2485,1.499,25.72,0.585
8/6/1991,1.2784,1.1487,5.3568,6.6355,7.7625,25.57,135.73,2.775,1.7422,6.694,1.7255,2.846,41.478,6.222,1.4952,25.69,0.5841
8/7/1991,1.2763,1.1475,5.3568,6.626,7.7625,25.64,135.85,2.7685,1.7419,6.683,1.727,2.8495,41.498,6.2165,1.4945,25.67,0.5838
8/8/1991,1.278,1.1467,5.3568,6.68,7.764,25.57,136.47,2.77,1.7437,6.745,1.7225,2.86,41.498,6.269,1.5075,25.64,0.5882
8/9/1991,1.2763,1.1468,5.3618,6.6905,7.764,25.74,136.9,2.772,1.751,6.758,1.722,2.87,,6.2795,1.515,25.68,0.59
8/12/1991,1.2757,1.1469,5.3618,6.681,7.7695,25.89,136.54,2.777,1.7492,6.745,1.723,2.858,41.568,6.273,1.51,25.7,0.5888
8/13/1991,1.278,1.146,5.3618,6.7,7.767,25.82,136.52,2.776,1.7428,6.772,1.722,2.8675,41.618,6.2945,1.514,25.67,0.5905
8/14/1991,1.2786,1.1444,5.3618,6.72,7.7625,26.02,136.61,2.7795,1.7452,6.787,1.722,2.8675,41.768,6.306,1.5185,25.7,0.5926
8/15/1991,1.2845,1.1434,5.3618,6.709,7.761,25.99,136.47,2.771,1.7449,6.785,1.722,2.875,41.818,6.3025,1.523,25.7,0.5924
8/16/1991,1.286,1.1443,5.3696,6.7985,7.767,25.96,137.25,2.777,1.7446,6.886,1.7265,2.9025,42.018,6.403,1.5405,25.73,0.6017
8/19/1991,1.2837,1.1443,5.3785,6.998,7.77,26,138.3,2.789,1.7528,7.071,1.741,2.9125,,6.58,1.551,25.74,0.6135
8/20/1991,1.2796,1.1421,5.3936,6.9495,7.77,26,137.45,2.79,1.7391,7.026,1.74,2.9175,,6.54,1.5485,25.82,0.6106
8/21/1991,1.2755,1.1438,5.3888,6.76,7.767,25.94,136.8,2.786,1.7382,6.833,1.7255,2.86,,6.358,1.523,25.79,0.5965
8/22/1991,1.2705,1.1435,5.3862,6.665,7.7655,25.95,136.43,2.782,1.7376,6.743,1.7235,2.836,41.918,6.267,1.505,25.73,0.5893
8/23/1991,1.2731,1.144,5.3862,6.767,7.7655,25.94,137.1,2.782,1.7416,6.847,1.7235,2.8755,41.898,6.3625,1.532,,0.5983
8/26/1991,1.2747,1.1445,5.3862,6.745,7.766,,137,2.7835,1.7437,6.837,1.7238,2.879,,6.3525,1.5275,,0.5954
8/27/1991,1.2753,1.1417,5.3862,6.7455,7.7655,25.94,137,2.7835,1.7452,6.831,1.7235,2.875,,6.3405,1.5227,25.73,0.5952
8/28/1991,1.2747,1.1408,5.3862,6.7205,7.7625,25.87,136.6,2.786,1.7419,6.801,1.723,2.875,,6.318,1.5173,25.75,0.5917
8/29/1991,1.2752,1.1406,5.3862,6.74,7.761,25.74,137,2.7835,1.7391,6.824,1.7195,2.881,41.878,6.3395,1.5255,25.73,0.5951
8/30/1991,1.2736,1.1422,5.3862,6.7445,7.761,25.82,136.85,2.7835,1.7409,6.83,1.7195,2.8845,,6.344,1.5285,25.74,0.5952
9/2/1991,,,,,,,,,,,,2.8845,,,,,
9/3/1991,1.2852,1.1407,5.3862,6.7105,7.7625,25.83,136.02,2.783,1.7473,6.7945,1.7185,2.867,,6.313,1.5265,25.72,0.5914
9/4/1991,1.2742,1.1417,5.3862,6.704,7.761,25.76,135.3,2.783,1.7406,6.7865,1.7185,2.866,,6.3035,1.5238,25.7,0.5905
9/5/1991,1.2729,1.141,5.3862,6.7125,7.755,25.79,135.87,2.78,1.7247,6.7945,1.719,2.874,,6.3135,1.5273,25.68,0.591
9/6/1991,1.2711,1.1395,5.3862,6.685,7.759,25.82,136.15,2.775,1.72,6.77,1.717,2.863,41.918,6.29,1.5225,25.7,0.5891
9/9/1991,1.265,1.1391,5.3862,6.5505,7.7525,25.79,134.95,2.769,1.7167,6.635,1.7035,2.842,,6.162,1.49,25.64,0.578
9/10/1991,1.2694,1.1406,5.3835,6.5375,7.748,25.77,134.85,2.755,1.7176,6.6275,1.7035,2.8475,,6.1575,1.4805,25.62,0.5782
9/11/1991,1.2665,1.1378,5.3835,6.548,7.749,25.79,134.95,2.76,1.7182,6.638,1.7035,2.835,,6.1765,1.4863,25.62,0.5796
9/12/1991,1.2566,1.1371,5.3835,6.515,7.749,25.78,134.06,2.756,1.7114,6.608,1.699,2.826,,6.141,1.4775,25.6,0.5769
9/13/1991,1.2558,1.1361,5.3835,6.51,7.75,25.8,133.98,2.7565,1.7056,6.602,1.6995,2.828,,6.132,1.476,25.61,0.5772
9/16/1991,1.2514,1.1358,,6.4675,7.7485,25.85,133.65,2.757,1.7018,6.5595,1.698,2.809,,6.101,1.4635,25.6,0.575
9/17/1991,1.2508,1.1365,5.3835,6.45,7.7505,25.96,133.82,2.7513,1.7036,6.5515,1.6945,2.817,41.898,6.0925,1.4585,25.57,0.5741
9/18/1991,1.25,1.1369,,6.495,7.7585,25.89,134.17,2.752,1.7077,6.5895,1.6935,2.821,41.918,6.128,1.4678,25.58,0.5778
9/19/1991,1.2568,1.1365,5.3899,6.5285,7.757,25.89,134.5,2.7505,1.7126,6.623,1.694,2.8283,,6.159,1.4777,25.6,0.5789
9/20/1991,1.2541,1.1355,5.3899,6.5155,7.756,25.92,134.37,2.7515,1.7114,6.6045,1.696,2.823,,6.15,1.4725,25.62,0.5785
9/23/1991,1.2483,1.1345,5.3899,6.457,7.7545,25.89,133.05,2.7445,1.7109,6.545,1.689,2.8155,,6.099,1.459,,0.5734
9/24/1991,1.2497,1.134,5.3899,6.467,7.7515,25.87,133.08,2.746,1.7077,6.557,1.6915,2.7975,,6.11,1.4575,25.55,0.5754
9/25/1991,1.2561,1.1345,5.3899,6.498,7.7475,25.83,133.3,2.7465,1.7431,6.59,1.6935,2.829,,6.144,1.4645,25.57,0.5769
9/26/1991,1.2602,1.1352,5.3899,6.4955,7.7465,25.8,133.67,2.7475,1.7721,6.587,1.6925,2.8275,42.008,6.141,1.4657,25.57,0.5772
